"ESTUDIO";"REGISTRO";"CUES";"CCAA";"PROV";"MUN";"CAPITAL";"TAMUNI";"ENTREV";"TIPO_TEL";"SEXO";"EDAD";"P0";"ADQUINAC";"PAISNAC";"PAISNAC2";"P1";"P2_1";"P2_2";"P2_3";"P2_4";"P2_5";"P2_6";"P2_7";"P2_8";"P3";"P4";"PAREJA";"P4A";"P4B";"P4C";"P4D";"P5";"P6_1";"P6_2";"P6_3";"P6_4";"P6_5";"P7_1";"P7_2";"P7_3";"P7_4";"P7_5";"P7_6";"P7_7";"P7_96";"P7_97";"P7_99";"P8";"P9";"P10";"P11";"P12";"PPERHOG";"HIJOS";"NUMHIJOS";"ESCIDEOL";"PROBVOTO";"INTENCIONG";"SIMPATIA";"PARTICIPACIONG";"RECUVOTOG";"RECUERDO";"ESCUELA";"NIVELESTENTREV";"ESTUDIOS";"RELIGION";"PRACTICARELIG6";"SITLAB";"RELALAB";"CNO11";"CNO11R";"INGRESHOG";"INGRESOSHOG2";"CLASESOCIAL";"CLASESUB";"SINCERIDAD";"PESO";"PESOCCAA";"P12R";"INTENCIONGR";"VOTOSIMG";"RECUVOTOGR";"IA_I501";"IA_I502";"IA_I503";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_26";"IA_C2B_27";"IA_C2B_28";"IA_C2B_29";"IA_C2B_30";"IA_C2B_31";"IA_C2B_32";"IA_C2B_33";"IA_C2B_34";"IA_C2B_35";"IA_C2B_36";"IA_C2B_37";"IA_C2B_38";"IA_C2B_39";"IA_C2B_40";"IA_C2B_41";"IA_C2B_42";"IA_C2B_43";"IA_C2B_44";"IA_C2B_45";"IA_C3";"IA_C4"
3501;51;1;1;14;21;2;5;0;2;1;42;1;1;1;0;3;1;1;2;1;2;1;1;1;6;1;3;2012;2;1;1;2;1;1;4;5;1;1;1;1;1;2;1;1;2;2;2;15;5;4;4;1;4;1;2;3;3;1;0;1;21;21;3;13;6;5;0;1;1;2;2;9;6;5;4;2;0,49072;0,84828;1;1;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";23;1;25;4;19;1;1;1;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
3501;72;2;14;30;0;3;3;0;2;2;57;1;1;1;0;2;1;1;1;1;2;1;1;1;3;1;3;1989;1;1;1;1;1;2;2;4;2;1;1;1;1;2;1;1;2;2;2;2;1;4;2;1;4;1;2;3;10;9998;9998;1;21;21;3;6;4;2;3;1;1;5;5;7;5;12;5;2;0,84362;1,09227;1;9998;9998;21;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;1;0;0;76;0;0;1;0;36;3;"";"";22;1;25;3;12;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;130;3;1;23;50;2;5;0;2;1;53;1;1;1;0;2;2;2;2;1;2;1;1;1;7;2;4;0;0;0;0;2;1;2;5;5;1;1;1;1;1;1;1;1;1;2;2;13;1;3;5;1;1;2;0;3;10;8;0;1;1;1;3;11;6;5;0;4;0;0;16;5;0;3;2;1;0,4851;0,80233;1;8;8;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;15;0;0;0;0;11;1;"";"";22;1;25;3;11;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;157;4;12;36;57;3;5;0;2;1;59;1;1;1;0;1;2;1;1;1;2;1;1;1;1;1;2;1995;2;1;1;1;2;2;2;1;5;1;1;1;1;2;1;1;2;2;2;5;5;4;1;1;6;1;4;9;10;3;0;1;3;3;3;11;6;1;5;1;2;1;1;11;11;2;1;1;0,44503;0,73689;1;3;3;3;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;16;0;"";"";22;1;25;3;13;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;189;5;3;33;0;3;3;0;2;2;30;1;1;1;0;3;2;1;1;1;2;1;1;1;2;1;3;2017;1;1;4;2;1;1;5;4;1;1;1;1;1;2;1;2;2;2;2;2;1;4;1;1;2;2;0;4;10;9998;9;1;21;21;3;10;6;6;0;4;0;0;16;6;1;12;5;2;0,67353;1,01966;1;9998;21;21;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;28;1;0;0;0;16;0;"";"";22;1;25;3;11;2;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
3501;219;6;13;28;0;3;2;0;2;2;57;1;1;1;0;3;2;2;2;2;1;1;2;1;6;1;3;1983;1;1;1;3;1;2;1;4;1;1;1;1;1;1;1;1;1;2;2;1;1;4;2;1;3;1;3;8;10;2;0;1;2;2;3;7;5;2;2;2;0;0;12;6;3;4;3;1;0,60978;1,00438;1;2;2;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;19;2;"";"";22;1;25;3;15;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;235;7;1;23;50;2;5;0;2;2;53;1;1;1;0;3;2;1;2;2;2;1;1;1;3;1;3;1999;1;1;1;2;2;2;2;4;2;1;1;1;1;2;1;1;2;2;2;2;1;4;2;1;4;1;2;5;8;102;0;2;0;9997;3;9;6;2;2;1;1;4;4;9;6;3;2;1;0,50303;0,878;1;8995;8995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"";"";23;1;25;4;13;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;267;8;13;28;79;1;7;0;2;2;65;1;1;1;0;1;1;1;2;1;2;1;1;1;1;1;2;1989;1;1;1;1;1;2;4;5;1;1;1;1;1;2;1;2;2;2;2;1;1;4;1;1;3;1;2;4;10;1;0;1;1;1;3;9;6;2;2;2;0;0;12;10;6;3;2;1;0,3112;0,98953;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;19;0;0;0;0;14;0;"";"";22;1;25;3;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;283;9;14;30;16;3;5;0;2;1;54;1;1;1;0;2;1;1;1;1;1;1;1;1;4;2;4;0;0;0;0;2;2;1;5;4;2;1;1;1;1;1;1;2;2;2;2;15;5;4;4;1;1;1;1;10;10;2;0;1;9999;9999;3;11;6;2;2;1;3;2;2;6;0;3;2;1;0,47385;1,0201;1;2;2;9999;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;10;0;0;0;0;4;0;"";"";22;1;25;3;13;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;378;10;10;3;65;3;5;0;2;1;26;1;1;1;0;3;1;1;2;1;2;1;1;1;2;1;3;2020;1;1;4;2;2;5;4;5;2;2;1;1;1;1;1;1;1;2;2;15;1;4;1;2;2;2;0;3;10;1;0;1;1;1;3;10;6;5;0;1;1;5;5;7;5;3;2;1;0,43363;0,93674;2;1;1;1;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;1;0;34;0;0;0;0;27;2;"";"";22;1;25;3;13;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;402;11;1;11;0;3;4;0;2;2;45;2;2;2;351;1;1;1;1;1;1;1;1;1;1;1;2;1999;1;1;1;2;1;1;1;1;5;2;2;2;1;1;1;1;2;2;2;1;1;4;1;1;4;1;1;8;10;2;0;1;2;2;3;12;6;1;4;4;0;0;16;6;1;4;3;1;0,50641;0,89809;1;2;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;"";"";22;1;25;3;16;2;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0
3501;403;12;10;46;250;1;6;0;2;2;52;1;1;1;0;1;2;2;2;1;2;1;1;1;3;1;3;2003;1;1;1;9;1;2;8;5;4;1;1;1;1;2;1;1;2;2;2;4;1;4;3;1;3;1;1;8;10;2;0;1;2;2;3;12;6;2;2;1;2;2;2;11;9;3;2;1;0,47767;0,81486;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;"";"";22;1;25;3;12;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;429;13;3;33;0;3;4;0;2;1;40;1;1;1;0;2;2;2;2;1;2;1;1;1;5;1;3;2011;2;1;2;2;1;2;4;4;2;1;1;1;1;1;1;1;1;2;2;20;5;4;1;1;2;2;0;8;8;9998;21;1;21;21;3;9;6;6;0;1;1;4;4;10;7;5;4;2;0,49588;1,03114;1;9998;21;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;"";"";22;1;25;3;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;439;14;13;28;0;3;3;0;2;2;36;1;1;1;0;3;1;1;1;1;2;1;1;1;3;1;3;2016;1;1;1;1;2;1;4;5;1;1;1;1;1;1;1;1;1;2;2;10;1;4;2;1;4;1;2;7;10;2;0;1;2;2;3;6;4;6;0;1;1;5;5;9;8;4;3;2;1,19926;1,06213;1;2;2;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;16;1;"";"";22;1;25;3;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;525;15;9;8;0;3;2;0;2;2;22;1;1;1;0;2;1;1;1;1;2;1;1;1;2;1;3;2021;1;2;0;2;1;2;1;5;1;1;1;1;1;2;1;1;2;2;2;8;1;4;1;1;4;2;0;5;10;901;0;1;901;901;3;6;4;6;0;6;0;0;13;10;3;3;2;1;1,40104;1,72973;1;901;901;901;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;44;0;0;0;0;31;4;"";"";22;1;25;3;17;2;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
3501;543;16;12;15;0;3;3;0;2;2;52;1;1;1;0;2;1;1;2;1;2;1;1;3;15;1;3;1999;1;1;1;2;2;4;5;4;1;1;1;1;1;2;1;2;2;2;2;15;1;4;2;1;4;1;2;6;9;9999;9999;1;9999;9999;3;14;6;1;2;1;1;2;2;9;6;96;6;1;0,5901;0,80222;1;9999;9999;9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;"";"";22;1;25;3;15;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;556;17;9;8;19;1;7;0;2;1;34;2;1;1;0;3;2;1;2;2;2;1;2;1;5;1;3;2020;2;1;4;2;1;1;5;5;1;1;1;1;1;1;1;1;1;2;2;10;4;3;2;3;3;1;1;4;10;21;0;1;21;21;3;15;6;4;0;1;1;2;2;10;7;3;2;1;0,43588;0,838;3;21;21;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"";"";22;1;25;3;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;559;18;13;28;0;3;3;0;2;1;74;1;1;1;0;1;1;2;2;1;2;1;1;1;3;1;3;1986;2;1;2;2;2;2;2;4;2;1;1;1;1;1;1;1;2;2;2;5;5;3;2;1;4;1;2;2;10;1;0;1;1;1;3;14;6;4;0;2;0;0;12;9;8;2;1;2;0,41172;1,1126;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"";"";22;1;25;3;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;574;19;2;22;0;3;1;0;2;2;76;1;1;1;0;1;2;2;2;2;2;2;2;2;1;2;4;0;0;0;0;1;4;8;1;1;1;1;1;1;1;2;1;1;2;2;2;1;1;4;7;1;1;1;3;5;10;1;0;1;1;1;3;2;2;6;0;2;0;0;12;4;0;98;8;2;6,39553;2,47374;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;"";"";22;1;25;3;13;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;596;20;6;39;0;3;2;0;2;2;51;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1987;1;1;1;2;2;1;2;2;4;1;1;1;1;2;1;2;2;2;2;1;1;4;2;1;2;1;2;10;10;9998;2;1;1;1;3;4;3;2;4;4;0;0;16;7;1;11;6;1;3,11266;1,14159;1;9998;2;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;24;0;0;0;0;15;2;"";"";22;1;25;3;16;2;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0
3501;756;21;13;28;79;1;7;0;2;2;66;1;1;1;0;2;1;1;1;1;2;1;1;1;4;1;3;2020;1;2;0;2;8;2;5;5;1;1;1;1;1;2;1;1;2;2;2;5;1;4;2;1;1;2;0;7;10;9999;1;1;21;21;3;6;4;6;0;2;0;0;12;6;0;5;4;1;0,71653;0,98953;1;9999;1;21;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;2;0;0;60;0;0;0;0;50;1;"";"";22;1;25;3;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;759;22;9;8;19;1;7;0;2;2;47;1;1;1;0;3;9;2;2;9;2;2;9;1;10;2;4;0;0;0;0;3;8;1;2;5;1;1;1;1;1;1;1;1;2;2;2;30;1;4;4;1;1;2;0;2;10;1;0;1;1;1;3;13;6;6;0;1;1;1;1;9;0;3;2;2;0,48161;0,83641;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;"";"";24;1;25;5;12;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;785;23;11;10;0;3;1;0;2;1;74;1;1;1;0;1;2;2;9;2;1;1;2;2;4;1;3;1980;2;2;0;1;2;2;5;2;5;1;2;2;1;2;1;2;2;2;2;5;5;4;2;98;2;2;0;6;10;2;0;1;2;2;3;4;3;2;1;2;0;0;12;4;5;3;2;3;2,67656;1,07421;98;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;1;0;"";"";22;1;25;3;15;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1022;24;1;14;0;3;3;0;2;2;37;1;1;1;0;3;1;1;1;1;2;1;1;1;2;2;4;0;0;0;0;3;2;2;4;2;2;1;1;1;1;2;1;1;2;2;2;8;1;4;3;1;1;2;0;98;5;9998;9997;8;0;9998;3;4;3;5;0;4;0;0;16;5;0;3;2;1;2,89441;0,98231;1;9998;9997;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;94;0;1;0;0;86;0;"";"";22;1;25;3;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1060;25;13;28;79;1;7;0;2;1;64;1;1;1;0;2;2;1;2;1;2;1;1;1;3;1;3;1986;2;1;2;2;2;2;5;2;4;1;1;1;1;2;1;1;2;2;2;3;5;4;4;1;2;1;2;4;10;1;0;1;1;1;3;6;4;6;0;2;0;0;12;10;7;3;2;1;0,77744;0,8336;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;9;0;"";"";22;1;25;3;12;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1148;26;4;7;0;3;3;0;2;1;26;1;1;1;0;1;1;1;1;1;2;1;1;1;1;1;2;2019;2;1;4;1;4;2;5;4;4;1;1;1;1;2;1;2;2;2;2;5;5;4;2;1;2;2;0;5;3;9997;9997;2;0;9997;3;10;6;5;0;1;2;1;1;9;7;6;5;1;0,48465;0,93419;1;9997;9997;0;0;0;0;0;0;0;10;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;48;0;0;0;0;54;0;"";"";22;1;25;3;19;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1234;27;5;38;0;3;2;0;2;1;24;1;1;1;0;1;1;1;1;1;2;1;1;1;2;1;3;2023;2;2;0;3;1;2;5;5;1;1;1;1;1;2;1;2;2;2;2;15;5;4;1;3;3;2;0;2;3;9997;9997;1;1;1;3;7;5;4;0;1;1;5;5;6;3;12;5;2;0,59991;1,10963;3;9997;9997;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;31;0;0;0;0;26;0;"";"";22;1;25;3;16;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1272;28;12;15;30;2;5;0;2;1;37;1;1;1;0;2;2;1;2;1;2;1;2;1;0;0;1;0;0;0;0;2;2;4;5;4;4;1;1;2;2;2;2;2;2;2;2;9998;5;4;4;1;1;2;0;7;1;9997;9997;1;3;3;3;12;6;5;0;1;1;4;4;4;0;98;8;2;0,51245;0,67205;1;9997;9997;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;8;0;"";"";22;1;25;3;17;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1388;29;3;33;0;3;1;0;2;1;25;1;1;1;0;2;1;1;1;1;2;1;1;1;2;2;4;0;0;0;0;2;1;1;2;2;2;1;1;1;1;2;1;2;2;2;2;6;5;3;5;1;5;2;0;7;10;3;0;1;9998;9998;3;4;3;4;0;1;3;7;7;6;4;3;2;2;4,45855;1,5135;1;3;3;9998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;16;0;"";"";23;1;25;4;20;2;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
3501;1462;30;1;18;87;2;5;0;2;2;37;1;1;1;0;2;2;2;1;2;2;1;1;1;3;1;3;2018;1;1;2;1;1;1;4;4;4;1;1;1;1;1;1;1;1;2;2;5;1;4;2;1;4;1;2;7;10;9998;9998;2;0;9997;3;11;6;2;2;1;3;3;3;9;7;3;2;2;0,65238;0,82663;1;9998;9998;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;81;0;0;0;1;78;0;"";"";22;1;25;3;13;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1480;31;7;2;3;2;5;0;2;1;30;1;1;1;0;2;1;2;2;1;2;1;1;1;3;2;4;0;0;0;0;2;2;1;5;4;1;1;1;1;1;1;1;1;1;2;2;25;5;3;2;1;1;2;0;5;2;9997;9997;2;0;9997;3;13;6;4;0;4;0;0;16;4;0;3;2;2;0,41301;0,84049;1;9997;9997;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;25;2;0;0;0;28;0;"";"";24;1;25;5;15;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1588;32;8;9;0;3;1;0;2;2;55;1;1;1;0;3;1;2;1;1;2;1;1;1;4;1;3;1993;1;1;2;2;2;4;2;4;4;1;2;1;2;2;1;2;2;2;2;4;1;4;4;1;4;1;2;6;3;2;0;2;0;9997;3;7;5;2;3;2;0;0;12;7;4;3;2;1;0,68535;1,27436;1;2;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;15;0;"";"";22;1;25;3;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1593;33;12;36;57;3;5;0;2;2;39;1;1;1;0;2;1;1;1;1;2;1;1;1;4;1;3;2015;1;1;4;2;2;2;4;4;2;1;1;1;1;2;1;2;2;2;2;4;1;4;2;1;2;2;0;4;10;1;0;1;1;1;3;11;6;4;0;1;1;2;2;9;7;4;3;2;0,68127;0,64874;1;1;1;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;48;0;0;0;0;72;1;"";"";23;1;25;4;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1595;34;7;2;0;3;1;0;2;1;66;1;1;1;0;2;2;1;2;1;2;2;1;1;4;1;3;1978;2;1;1;2;2;2;4;4;2;1;1;1;1;1;1;2;2;2;2;4;5;3;2;1;2;1;3;5;10;2;0;1;1;1;3;11;6;2;2;2;0;0;12;9;8;2;1;1;0,47148;1,44285;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"";"";22;1;25;3;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1604;35;15;31;0;3;3;0;2;2;75;1;1;1;0;1;1;3;1;1;1;1;1;1;2;1;3;1989;1;1;2;1;1;1;1;2;5;2;2;2;2;2;1;2;2;2;2;2;1;4;2;1;2;1;1;5;0;9977;9997;1;2;2;3;4;3;2;1;2;0;0;12;6;5;4;3;1;0,90624;0,81031;1;9977;9977;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;"";"";22;1;25;3;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1625;36;8;47;186;1;5;0;1;2;76;1;1;1;0;3;1;1;1;1;1;1;1;1;1;1;2;1965;1;1;1;9;1;1;2;5;9;2;2;2;2;2;2;2;2;1;2;97;0;0;0;1;2;1;3;10;10;2;0;1;2;2;3;4;3;1;5;7;0;0;14;7;1;2;1;2;0,87376;2,1274;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"";"";22;1;25;3;20;3;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
3501;1632;37;1;14;0;3;2;0;1;1;67;1;1;1;0;2;1;2;1;2;2;1;2;1;4;2;4;0;0;0;0;3;1;1;8;2;5;2;2;2;2;2;1;2;2;2;2;15;5;4;1;1;2;2;0;5;5;9997;1;2;0;9997;3;4;3;2;1;2;0;0;12;7;7;98;8;2;2,38444;1,01827;1;9997;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;5;0;"";"";22;1;25;3;18;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3501;1641;38;8;24;0;3;4;0;2;2;54;2;1;2;351;1;1;2;1;1;2;1;1;1;8;1;3;2001;1;1;4;1;5;1;4;4;1;1;1;1;1;1;1;1;1;2;2;20;1;4;1;1;7;1;5;10;10;3;0;1;3;3;3;9;6;2;3;1;1;3;3;8;7;3;2;2;0,50622;0,80639;1;3;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;0;0;0;0;9;0;"";"";22;1;25;3;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
