"ESTUDIO";"ENTREV";"REGISTRO";"CUES";"TIPO_TEL";"CCAA";"PROV";"MUN";"TAMUNI";"CAPITAL";"SEXO";"EDAD";"NACIONALIDAD";"ADQUINAC";"PAISNAC";"PAISNAC2";"P1";"P2";"P3";"P4_1";"P4_2";"P4_3";"P4_4";"P4_5";"P4_6";"P4_7";"P5";"P6";"P7";"P8";"P9";"P10";"P10A";"P11";"P12";"P13";"P14";"P15_A_1";"P15_A_2";"P15_A_3";"P15_A_4";"P15_A_5";"P15_A_6";"P15_B_1";"P15_B_2";"P15_B_3";"P15_B_4";"P15_B_5";"P15_B_6";"P16";"P17";"P18_A_1";"P18_A_2";"P18_A_3";"P18_A_4";"P18_B_1";"P18_B_2";"P18_B_3";"P18_B_4";"P19";"P20";"P21_1";"P21_2";"P21_3";"P22_A_1";"P22_A_2";"P22_A_3";"P22_A_4";"P22_A_5";"P22_A_6";"P22_A_7";"P22_B_1";"P22_B_2";"P22_B_3";"P22_B_4";"P22_B_5";"P22_B_6";"P22_B_7";"ESCIDEOL";"PROBVOTO";"INTENCIONGR";"SIMPATIA";"VOTOSIMGR";"PREFPTE";"P28";"PARTICIPACIONG";"RECUVOTOG";"CERCANIA";"CERCANIAR2";"ESCUELA";"NIVELESTENTREV";"RELIGION";"PRACTICARELIG6";"ECIVIL";"SITLAB";"RELALAB";"CNO11";"INGRESHOG";"CLASESOCIAL";"SINCERIDAD";"V2_1";"V2_2";"V2_3";"V3";"IA_I501";"IA_I502";"IA_I503";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_26";"IA_C2B_27";"IA_C2B_28";"IA_C2B_29";"IA_C2B_30";"IA_C2B_31";"IA_C2B_32";"IA_C2B_33";"IA_C2B_34";"IA_C2B_35";"IA_C2B_36";"IA_C2B_37";"IA_C2B_38";"IA_C2B_39";"IA_C2B_40";"IA_C2B_41";"IA_C2B_42";"IA_C2B_43";"IA_C2B_44";"IA_C2B_45";"IA_C3";"IA_C4";"INTENCIONG";"SIMPATIAR";"VOTOSIMG";"RECUVOTOGR";"RECUERDO";"CERCANIAR";"ESTUDIOS";"CNO11R";"CLASESUB";"PESO";"PESOCCAA"
3555;0;8496;254;1;1;4;0;3;3;1;50;1;1;1;0;2;1;2;1;2;4;2;1;1;1;2;0;0;0;1;4;1;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;3;1;1;1;1;2;3;3;3;0;1;4;4;2;2;1;1;2;1;1;1;1;1;1;0;1;1;2;1;8;10;3;0;3;14;5;1;3;3;3;3;7;5;0;2;2;0;0;6;12;2;2;2;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;0;0;1;15;0;"";"";6;3;26;5;15;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;0;3;3;3;3;5;12;5;0,53392;0,94302
3555;0;121211;3148;2;1;4;0;3;3;2;51;1;1;1;0;2;1;1;4;2;4;1;2;2;2;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;4;1;1;1;1;1;4;4;2;2;1;4;4;2;4;1;1;2;1;1;1;1;1;1;0;1;1;1;1;4;10;1;0;1;1;2;1;1;1;1;3;11;1;4;1;1;1;3;3;5;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"";"";10;3;26;2;18;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;6;3;4;0,60755;0,95497
3555;0;19581;584;1;1;4;13;5;2;1;78;1;1;1;0;2;2;1;1;2;1;2;3;4;3;2;0;0;0;1;5;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;4;3;5;5;1;2;2;2;1;1;2;1;0;0;0;1;1;0;8;0;9997;3;3;3;5;2;0;3;3;3;11;2;3;4;2;0;0;3;3;2;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;13;0;"";"";6;3;26;5;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9997;3;3;0;9997;3;6;12;2;0,37211;1,03876
3555;0;20384;611;2;1;4;13;5;2;1;72;1;1;1;0;1;1;2;2;1;4;1;8;1;1;1;1;1;0;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;4;4;4;2;1;1;2;1;1;1;1;1;1;0;1;1;1;1;3;10;1;0;1;1;1;1;1;1;1;3;9;4;0;1;2;0;0;3;5;1;2;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;15;0;0;0;0;13;0;"";"";6;3;26;5;13;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;6;12;4;0,3605;0,77875
3555;0;35941;1044;2;1;4;13;5;2;1;61;1;1;1;0;2;2;1;9;2;2;2;2;2;9;2;0;0;0;2;2;1;2;9;1;1;2;2;2;2;2;2;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;4;4;9;9;2;2;2;9;9;2;2;0;0;0;0;0;0;0;99;10;9998;1;1;99;9;1;1;9999;0;3;10;1;4;2;2;0;0;6;96;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";6;3;26;5;28;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;1;1;1;1;9999;6;12;6;0,41066;0,8274
3555;0;40365;1183;1;1;4;13;5;2;2;79;1;1;1;0;1;1;2;2;2;2;5;8;1;1;2;0;0;0;2;5;0;2;99;1;2;8;2;2;2;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;4;8;1;2;1;1;2;1;1;1;1;1;8;0;2;1;2;2;98;0;9997;9997;0;98;2;2;0;9997;0;3;6;2;1;3;3;0;0;6;98;2;2;2;2;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;14;0;"";"";7;3;26;6;21;1;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;9997;9997;9997;0;9997;9997;4;15;8;0,77154;1,7104
3555;0;44748;1318;2;1;4;13;5;2;1;68;1;1;1;0;1;4;1;1;2;1;1;1;1;1;1;1;2;2;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;4;1;1;1;1;2;2;2;2;0;5;4;5;1;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;10;10;3;0;3;3;5;1;2;3;3;3;6;1;1;3;2;0;0;2;3;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;11;0;0;0;0;17;0;"";"";7;3;26;6;19;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;0;3;2;2;3;4;12;2;0,65381;0,77875
3555;0;52202;1520;2;1;4;13;5;2;1;57;1;1;1;0;1;1;1;4;1;4;1;8;1;4;1;1;1;0;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;4;5;4;5;1;1;1;1;1;1;1;1;1;9;1;1;1;1;6;10;1;0;1;98;1;1;1;1;1;3;8;2;1;2;1;1;2;3;3;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;9;0;"";"";7;3;26;6;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;6;2;2;0,41066;0,8274
3555;0;65189;1847;2;1;4;13;5;2;1;56;1;1;1;0;2;1;1;1;2;2;2;2;2;1;1;1;1;0;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;4;1;2;1;1;2;0;2;2;0;2;9;4;1;2;1;1;2;1;1;1;2;1;1;0;1;1;2;0;6;9;2;0;2;2;4;1;2;2;2;3;8;4;0;1;1;1;2;3;3;1;2;2;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;6;0;"";"";9;3;26;1;12;2;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;2;0;2;2;2;2;6;2;2;0,41066;0,8274
3555;0;81526;2298;2;1;4;13;5;2;1;55;3;0;2;228;2;2;1;4;2;2;2;4;2;2;1;1;1;0;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;4;4;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;5;97;0;0;0;0;0;0;0;2;2;3;11;3;1;1;1;1;9;5;3;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;"";"";9;3;26;1;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;2;6;9;2;0,41066;0,8274
3555;0;89143;2506;2;1;4;13;5;2;2;60;1;1;1;0;2;2;1;2;2;2;2;2;1;4;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;2;1;1;1;1;2;2;2;2;0;1;4;5;4;4;1;1;2;1;1;1;1;1;1;0;2;1;1;1;10;9;28;0;28;12;5;1;3;28;28;3;11;2;1;1;1;2;1;3;3;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";9;3;26;1;16;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";28;0;28;3;3;28;6;1;2;0,4197;0,79377
3555;0;91611;2593;1;1;4;13;5;2;2;57;1;1;1;0;4;4;1;5;1;5;1;1;1;5;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;3;1;2;1;1;2;0;2;2;0;3;4;1;1;5;2;2;2;2;2;2;2;0;0;0;0;0;0;0;1;10;9998;9999;0;97;5;1;9999;9997;0;3;7;5;0;1;1;1;3;3;4;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;"";"";9;3;26;1;16;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;9999;9999;9999;9999;9997;5;3;3;0,4197;0,79377
3555;0;103872;2840;2;1;4;13;5;2;2;27;3;0;1;0;2;1;2;2;1;1;1;1;1;4;2;0;0;0;2;5;0;2;99;2;2;2;2;2;2;2;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;4;5;5;4;2;2;2;1;2;1;2;0;0;0;1;0;1;0;99;97;0;0;0;0;0;0;0;9998;0;3;6;3;2;2;1;4;5;4;98;2;2;2;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";10;3;26;2;18;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;9998;4;5;8;1,02985;0,87182
3555;0;122698;3172;2;1;4;13;5;2;1;20;1;1;1;0;1;4;2;1;5;1;5;5;5;1;1;1;2;1;0;0;0;1;0;1;1;2;2;2;1;2;2;0;0;0;4;0;0;5;2;0;0;0;0;0;0;0;0;0;4;4;3;2;1;1;1;1;1;1;1;2;2;2;1;1;1;2;10;0;8995;0;8995;97;1;2;0;8995;8995;3;6;2;1;2;6;0;0;3;3;1;2;2;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;1;0;12;0;"";"";10;3;26;2;19;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;0;8995;0;9997;8995;4;13;2;1,17333;1,62232
3555;0;166237;3572;2;1;4;13;5;2;2;47;1;1;1;0;2;2;1;1;1;4;1;1;1;2;2;0;0;0;2;3;1;2;2;1;2;1;2;2;2;2;2;3;0;0;0;0;0;2;1;1;1;1;2;4;4;4;0;2;4;5;1;4;1;1;1;1;1;2;1;1;1;1;1;1;0;1;2;9;21;0;21;4;1;1;9998;21;21;3;13;6;0;2;1;1;2;4;3;1;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10;0;0;0;0;17;0;"";"";11;3;26;3;18;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";21;0;21;9998;9998;21;6;2;2;0,52395;0,76576
3555;0;180193;3748;2;1;4;13;5;2;2;39;1;1;1;0;2;2;4;1;2;2;4;2;2;1;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;4;1;2;1;1;2;0;2;2;0;1;4;2;4;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;9;8;3;0;3;3;4;1;2;9998;0;3;7;2;1;1;7;0;0;4;3;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";11;3;26;3;22;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;0;3;2;2;9998;5;14;2;0,5931;0,77503
3555;0;190703;3931;2;1;4;13;5;2;2;48;1;1;1;0;2;1;5;2;8;2;4;2;8;2;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;4;8;8;8;1;1;2;2;1;2;2;1;1;0;0;1;0;0;1;10;21;0;21;99;2;1;21;9997;0;3;2;6;0;2;7;0;0;6;12;2;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;"";"";12;3;26;4;16;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";21;0;21;21;21;9997;2;14;5;2,43059;0,76576
3555;0;193181;3978;2;1;4;13;5;2;1;83;1;1;1;0;1;1;1;1;1;2;2;2;1;1;1;1;1;0;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;4;1;5;1;1;1;2;1;1;1;2;1;1;0;1;1;2;0;1;10;1;0;1;1;1;1;1;1;1;3;14;2;1;1;2;0;0;4;3;1;2;2;2;2;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;9;0;0;0;0;13;0;"";"";12;3;26;4;14;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;6;12;2;0,37211;1,03876
3555;0;38848;1122;2;1;4;0;2;3;2;54;1;1;1;0;2;2;4;1;1;1;2;2;2;1;1;1;2;1;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;4;1;1;2;2;2;1;0;0;0;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;10;9998;9997;0;14;4;1;8996;9997;0;3;4;4;0;5;4;0;0;6;10;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;3;0;"";"";7;3;26;6;16;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;9997;9997;8996;8996;9997;3;16;6;3,42897;1,13766
3555;0;110992;2961;2;1;4;0;3;3;2;37;1;1;1;0;2;1;1;2;1;2;2;1;1;2;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;9;1;1;1;1;2;4;2;2;0;4;3;4;2;2;1;1;2;1;1;2;1;1;1;0;1;1;0;1;3;10;1;0;1;1;1;1;1;1;1;3;9;2;2;1;1;1;2;4;3;2;2;2;2;2;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;25;0;0;0;0;27;0;"";"";10;3;26;2;18;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;6;2;2;0,68773;0,96653
3555;0;15112;456;2;1;4;0;3;3;2;58;1;1;1;0;4;2;1;1;1;1;1;1;2;1;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;4;4;1;1;1;1;2;1;1;1;1;1;1;0;1;1;2;2;1;10;1;0;1;1;1;1;1;1;1;3;9;9;0;5;1;1;2;3;3;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;2;0;"";"";9;3;26;1;18;3;1;1;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;6;2;2;0,48666;0,9899
3555;0;51082;1483;2;1;4;0;3;3;2;57;1;1;1;0;2;1;5;1;1;1;5;2;2;2;1;1;1;0;0;0;0;1;0;1;2;2;2;2;1;2;2;0;0;0;1;0;0;1;1;2;1;1;2;0;4;2;0;1;4;2;4;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3;10;3;0;3;12;2;1;3;28;28;3;9;2;1;5;1;1;4;1;12;3;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;"";"";7;3;26;6;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;0;3;3;3;28;6;4;5;0,48666;0,9899
3555;0;56556;1611;2;1;4;0;3;3;1;47;1;1;1;0;1;1;1;1;1;1;1;1;1;4;1;1;1;0;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;4;1;1;1;1;1;2;2;2;2;3;4;5;2;5;1;1;2;1;1;2;1;1;1;0;1;1;0;1;10;10;3;0;3;3;4;1;2;3;3;3;4;5;0;1;1;3;5;4;3;2;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;0;"";"";9;3;26;1;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;0;3;2;2;3;3;5;2;2,51168;0,94302
3555;0;97580;2717;2;1;4;0;1;3;2;48;1;1;1;0;2;1;1;1;1;1;2;1;1;1;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;2;1;1;2;0;1;2;0;3;4;5;4;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;10;2;0;2;8;5;1;2;2;2;3;6;6;0;1;1;1;5;5;4;1;2;2;2;2;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;3;0;0;0;0;2;1;0;57;0;1;0;0;57;0;"";"";10;3;26;2;11;1;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;2;2;2;2;4;5;3;1,47479;1,07966
3555;0;16213;477;2;1;4;0;2;3;1;31;1;1;1;0;1;1;2;1;1;2;1;1;1;4;1;1;1;0;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;3;1;1;1;1;1;4;4;4;4;3;3;4;2;4;1;1;2;1;1;1;1;1;1;0;2;1;1;1;7;10;9977;2;0;97;1;1;2;2;2;3;13;1;3;2;1;1;2;6;3;1;2;2;2;2;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;31;0;"";"";6;3;26;5;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9977;2;9977;2;2;2;6;2;2;0,60423;1,07924
3555;0;20679;620;2;1;4;0;3;3;1;48;1;1;1;0;2;2;2;1;1;4;1;5;1;4;1;1;1;0;0;0;0;2;99;1;1;2;2;2;2;2;2;0;0;0;0;0;0;3;1;1;2;1;2;2;0;2;0;4;4;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;10;28;0;28;8;5;1;2;28;28;3;7;4;0;1;7;0;0;1;3;2;2;2;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;0;0;0;0;17;0;"";"";6;3;26;5;21;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";28;0;28;2;2;28;5;14;2;0,53392;0,94302
3555;0;38646;1114;1;1;4;0;2;3;1;36;1;1;1;0;1;1;2;1;2;1;2;2;2;1;1;1;1;0;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;4;1;1;1;1;1;2;2;2;2;1;2;4;2;4;1;1;2;1;1;1;1;1;1;0;1;1;1;2;5;10;21;0;21;4;1;1;21;21;21;3;15;6;0;1;1;1;2;2;98;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;"";"";7;3;26;6;19;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9;0;21;21;21;21;6;2;8;0,60377;1,09526
3555;0;25973;782;1;1;4;0;3;3;2;73;1;1;1;0;1;1;1;1;1;1;3;5;8;5;2;0;0;0;2;5;0;2;7;98;2;2;2;2;2;2;2;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;4;8;8;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;1;98;9998;9998;0;97;1;1;8996;9998;0;3;2;2;2;3;2;0;0;6;6;2;2;2;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;"";"";6;3;26;5;27;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;9998;9998;8996;8996;9998;2;12;5;2,47212;0,99434
3555;0;79287;2245;2;1;4;0;3;3;1;40;3;0;2;345;5;4;4;1;1;4;5;4;5;4;2;0;0;0;2;5;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;3;1;5;1;2;2;2;2;2;2;2;0;0;0;0;0;0;0;5;97;0;0;0;0;0;0;0;9998;0;3;6;1;3;2;4;0;0;6;96;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;"";"";9;3;26;1;16;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;9998;4;16;6;1,40816;0,91938
3555;0;29863;890;1;1;4;79;5;3;2;86;1;1;1;0;2;2;3;9;9;3;2;8;9;9;2;0;0;0;2;98;0;2;1;96;2;2;2;2;2;2;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;4;8;8;8;1;1;2;2;1;2;2;1;1;0;0;1;0;0;99;10;9999;9999;0;2;8;1;9999;2;2;3;6;1;9;3;3;0;0;8;3;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;6;0;0;0;1;13;0;"";"";6;3;26;5;25;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9999;9999;9999;9999;9999;2;4;15;2;0,77154;1,7104
3555;0;70491;2002;2;1;4;79;5;3;2;54;1;1;1;0;5;4;1;1;1;1;2;1;2;2;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;3;1;1;1;1;2;4;4;4;0;2;4;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;9;8;10;8996;9997;0;97;1;1;8996;9999;0;3;6;5;0;5;4;0;0;3;3;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;7;0;"";"";9;3;26;1;16;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8996;9997;8996;8996;8996;9999;4;16;2;0,93522;0,76576
